title,reviews,criticScore,tMeter,audScore
Resident Evil: Apocalypse,"This lamely scripted sequel based on the popular video game begins where the tense, gruesome original ended but is quite inferior.",rotten,20,60
Phone,"If you're a fan of modern Asian horror, I'm sure you'll check it out anyway, just keep in mind that it may not be as effective as you hope.",fresh,63,61
Phone,"Apesar de alongar-se demais (chegando a incluir uma subtrama totalmente dispensA!vel), o filme reserva boas surpresas e conta com a A3tima atuaA?A?o da pequena Seo-woo Eun.",fresh,63,61
Phone,Typically baffling Asian horror flick...,rotten,63,61
Phone,"While there are no punches pulled when it comes to the bloody horror, Phone rings truest in its nerve-tingling suspense.",fresh,63,61
Phone,as close a knockoff to Ringu that I've seen to date,rotten,63,61
Phone,"Asian horror can't go on much longer adhering to such standard rules, but for now it's frightening and effective.",fresh,63,61
Phone,"[It] may be a rather unmemorable addition to Asian horror, but you'll be far too spooked to hang up before it's over.",fresh,63,61
Suspect Zero,"Slips on the banana peel of exaggerated fear factor, falling facedown with the introduction of an A?ber-creep serial killer (Ben Kingsley) grimly stalking some hapless prey.",rotten,18,38
Suspect Zero,"[A] visually jarring, psychologically daring trip that explores terror in a fresh, if crazy, manner.",fresh,18,38
Suspect Zero,"Its junkiness shines through its posh patina. Exploitation is just no fun anymore, now that it's all so damn tasteful.",rotten,18,38
Suspect Zero,"A grisly, depraved and wholly uninvolving exercise in empty mannerism.",rotten,18,38
Suspect Zero,Suspect Zero is that rare case of a dull idea redeemed by sharp talent.,fresh,18,38
Suspect Zero,"A violent, depressing and often ridiculous waste of time.",rotten,18,38
Suspect Zero,Essentially an X-files episode that wishes it were as disturbing and visually arresting as David Fincher's Seven (it's not).,rotten,18,38
Suspect Zero,...one of those seemingly foolproof flicks that just doesn't work...,rotten,18,38
Suspect Zero,"The self-consciously arty thriller is a sort of one-size-fits-all audience horror orgy, with an intriguing mix of fixations",fresh,18,38
Suspect Zero,A poor man's 'Silence of the Lambs' crossed with 'Insomnia.' And that makes it at least a decent popcorn movie.,fresh,18,38
Suspect Zero,The whole thing would have been over a lot quicker if they had only called in Mulder and Scully.,rotten,18,38
Suspect Zero,Suspect Zero is trying so hard to be deliberately stylish that it forgets there's an interesting premise underneath all that vanity.,rotten,18,38
The Texas Chainsaw Massacre,"An initially promising, but quickly disappointing retread of Tobe Hooper and Kim Henkel's hugely influential horror classic.",rotten,36,57
The Texas Chainsaw Massacre,'Inspired by a true story' presumably adds to the sordid thrills; maybe we should look forward to entertainments about Nazis torturing children.,rotten,36,57
The Texas Chainsaw Massacre,Here's a slice of advice: Go to the video store and rent the original.,rotten,36,57
The Texas Chainsaw Massacre,"The best one can say is that his version is not slavishly in thrall to Hooper's: boring, fright-free and pointless, maybe, but not craven.",rotten,36,57
The Texas Chainsaw Massacre,All the bad-rehash mojo from Friday the 13th to The Blair Witch Project has infected Scott Kosar's script.,rotten,36,57
The Texas Chainsaw Massacre,... a bloody good time of a B-movie.,fresh,36,57
The Texas Chainsaw Massacre,It's R. Lee Ermey of Full Metal Jacket fame who deserves most of the credit for this remake earning its mutilated thumbs-up.,fresh,36,57
The Texas Chainsaw Massacre,Hard to do worse than this extremely gory mess.,rotten,36,57
The Texas Chainsaw Massacre,This poor mediocre remake brings nothing and adds nothing to an already classic film...,rotten,36,57
The Texas Chainsaw Massacre,Even a paint-by-numbers slasher is a novelty in this decade.,fresh,36,57
The Texas Chainsaw Massacre,"Inevitably, given a bigger budget, it lacks the cheap, raw quality of the earlier film that, along with George Romero's outfit in Pennsylvania, showed you could make profitable exploitation shockers on an independent basis far from Hollywood.",rotten,36,57
The Texas Chainsaw Massacre,"Just needlessly ugly and unpleasant, not to mention Hollywoodized down to its muddy shoes.",rotten,36,57
The Eye,"With its spooky first-person rendering of Mun's experience -- blurred, tentative, disoriented -- The Eye creates a world of constant and imminent upheaval.",fresh,64,72
The Eye,"Though perhaps not the greatest thing since sliced eyeballs, The Eye is definitely worth a look, or even a double-take.",fresh,64,72
The Eye,"Seeing dead people? A jarring journey from darkness into light? Granted, it's been done. But there are sweet, difficult pleasures here just the same.",fresh,64,72
The Eye,"It's a definite display of talent, but without enough thematic richness to get deeply under our skins.",rotten,64,72
The Eye,An atmospheric and cleverly executed nail-biter.,fresh,64,72
The Eye,"To put all the pieces in place, the Pangs have to cut a few corners in logic, but the story is generally effective if not exactly original.",fresh,64,72
The Eye,"Is it a horror, a thriller, a tragedy, a disaster pic, or a romance? It's never really sure, but either way it limps along through various dips into different genres and often times is scrambled and confused...",fresh,64,72
The Eye,"alloprosalo thriler poy se stelnei arketes fores me ta atmosfairika toy kai poly apotelesmatika sta ihitika aerika toy gia kana misaoro, ki se rihnei stin ania gia allo toso",rotten,64,72
The Eye,"Fans of the genre may still find the film as creepy and scary as it is intended to be, although it relies for so much of its scare-power on sudden bursts of flame accompanied by fearsome noise, or the appearance of ghostly death figures",rotten,64,72
The Eye,'The Eye' could be worth seeing as a matinee or rental.,rotten,64,72
The Eye,"Made me jump a bunch of times, and seriously creeped me out at least three times.",fresh,64,72
The Eye,"Sure, the ""I see dead people"" plot is a bit worn out, but there's enough mood and spookiness to make for a fun MM flick.",fresh,64,72
The Stepford Wives,"To paraphrase Paul Rudnick's Premiere magazine movie-critic alter ego, Libby Gelman-Waxner: It's flat, cold, fork-resistant and tasteless, if you ask me.",rotten,26,29
The Stepford Wives,"It has a wonderfully wounding malice directed at both the Stepford, Conn., contingent of Energizer Bunny wives and the New Yorkers who have just moved in.",fresh,26,29
The Stepford Wives,It has two speeds -- obvious and more so.,rotten,26,29
The Stepford Wives,"Very good dialogue, the rest of this stuff just falls apart.",rotten,26,29
The Stepford Wives,Satirizing The Stepford Wives is pointless.,rotten,26,29
The Stepford Wives,"None of it appears to be well thought out, or thought through, and it's consequently never remotely believable.",rotten,26,29
The Stepford Wives,"Sometimes, improvements aren't always necessary whether that be for romantic partners or for a film.",rotten,26,29
The Stepford Wives,That razor edge is completely gone from the remake of The Stepford Wives. It's a comedy and no one gets really hurt.,rotten,26,29
The Stepford Wives,It glides by on the notion that there is little that is still frightening about being an American woman. I wish I could say it was a premise whose time had come.,rotten,26,29
The Stepford Wives,Comedic remake of '70s horror movie has sex humor.,rotten,26,29
The Stepford Wives,There's not a single redeeming feature in this colossal over-budgeted waste of time...,rotten,26,29
The Stepford Wives,"As comedies go, it's actually fairly funny, albeit in a light, superficial way which either hides or exposes the fact that the plot is a thick tangle of mutual contradictions.",fresh,26,29
Freddy vs. Jason,"Director Ronny Yu loses energy when it shifts to the dumb teen protagonists, and the script faithfully wallows in cliches so ridiculous they border on Scary Movie territory.",rotten,41,50
Freddy vs. Jason,"It's pretty obvious where director Ronnie Yu's sympathies lie. Still, he can't find a satisfactory resolution to that old teaser about an implacable force vs the immovable object: how to kill off your cash cow and milk her too.",rotten,41,50
Freddy vs. Jason,"It's bloody, it's loud, it's gratuitous, and it's ridiculous. Sweet.",fresh,41,50
Freddy vs. Jason,Will satisfy the hordes who've awaited this heavyweight matchup for a decade.,fresh,41,50
Freddy vs. Jason,"Though a stickler might ask what's at stake in a fight to the death between two guys who are already dead, the hard-core fans aren't likely to be disappointed.",rotten,41,50
Freddy vs. Jason,New Line's smartest move was letting Ronny Yu direct.,fresh,41,50
Freddy vs. Jason,It's a franchise battle that fans have been waiting for,fresh,41,50
Freddy vs. Jason,"Freddy vs. Jason's failure is disappointing, certainly...",rotten,41,50
Freddy vs. Jason,You'll shake your head in disbelief at the nonsensical plot machinations and idiotic character motivations required to bring the two terror titans together.,rotten,41,50
Freddy vs. Jason,"Scary, gory, nightmare-inducing slasher.",rotten,41,50
Freddy vs. Jason,"A fun-filled, action packed, horror spectacular...",fresh,41,50
Freddy vs. Jason,it's safe to say the best work of these bad boys is decidedly behind them.,rotten,41,50
The Card Player,"Though it's based on a promisingly outrageous premise ... the film unfolds as a tired, thoroughly conventional police procedural that might as well be titled CSI: Roma.",rotten,20,21
The Card Player,Fans of the cult helmer who expect the usual gore will be disappointed -- but there are compensations.,fresh,20,21
The Card Player,PlutA?t embarrassant.,rotten,20,21
The Card Player,"What most disappoints, then, is the film's aggressive ordinariness.",fresh,20,21
The Card Player,Argento can't adapt thrills of digital entertainment to the thrills of cinema.,rotten,20,21
The Card Player,"Argento, the once great king of giallo, goes down the drain - which is the only royal flush to be seen in this sub-par gambling thriller.",rotten,20,21
The Card Player,This oddly flat serial-killer picture shows none of the baroque flair that characterizes the best of Italian horror filmmaker Dario Argento's work.,rotten,20,21
The Card Player,"An okay story, a tepid and convoluted plot, no logic and silly dialogue.",rotten,20,21
The Card Player,Watching the online cards turn slowly (sometimes painfully so) in the film is to be reminded of how good Argento used to be when his aesthetic approach was less synthetic.,rotten,20,21
Satan's Playground,[A] richly atmospheric exercise in surreal horror.,fresh,67,23
Satan's Playground,... a dream world in which we are constantly pulled back just as we think we are at the brink of reaching reality.,fresh,67,23
Satan's Playground,An ambitious and surprisingly disturbing tale that's heavier on the thematic ideas than on the gore (which is admirably restrained).,fresh,67,23
Satan's Playground,"It's aim is off, and its intentions are skewed. It's the result of a horror fan taking himself - and his film - way too seriously.",rotten,67,23
Satan's Playground,A storybook fairy tale on acid.,fresh,67,23
Satan's Playground,"At the end of the day, Satan's Playground let me down, a fact that I attribute primarily to the bad acting, nonsensical storyline, and lack of an appearance by the monster.",rotten,67,23
Cold Creek Manor,The only things haunting this movie are cliches.,rotten,12,22
Cold Creek Manor,"'You should've stayed in New York,' Dorff warns, long before which the audience has realized it should've stayed home to snuggle up instead with Sam Peckinpah's Straw Dogs.",rotten,12,22
Cold Creek Manor,"... a good-looking thriller by an excellent director with strong performances from Sharon Stone and Dennis Quaid -- yet it's oddly flat, with an exasperating plot, lots of strange turns and hardly any legitimate scares.",rotten,12,22
Cold Creek Manor,"At the beginning, Cold Creek Manor almost makes you believe it could deliver all that and more. Instead, it follows the weary, well-worn path of so many contemporary scare-fests.",rotten,12,22
Cold Creek Manor,The whole thing is a waste of good professional filmmaking.,rotten,12,22
Cold Creek Manor,"Quaid does his level best with a lame character, but Stone sinks under the weight of a thankless role.",rotten,12,22
Cold Creek Manor,Talk about your fixer-upper - the script needs fixer-uppering.,rotten,12,22
Cold Creek Manor,There are no surprises at all in this totally predictable mistake of a movie.,rotten,12,22
Cold Creek Manor,"Director Mike Figgis also composed the score, which during the tense scenes merely sounds like a two-year-old incessantly banging on random piano keys.",rotten,12,22
Cold Creek Manor,Supremely listless and scare-free nonsense.,rotten,12,22
Cold Creek Manor,"Figgis relies on Quaid's performance to convey the perilous dynamics of his character's threatened masculinity, and the performance produced by this trust is solid gold.",fresh,12,22
Cold Creek Manor,"The movie builds atmosphere at the expense of action, buildup at the expense of payoff.",rotten,12,22
11:14,"An inventive, black comedy.",fresh,92,76
11:14,"A rambling, incoherent quasi-ensemble picture with no clear or concise point in sight...",rotten,92,76
11:14,anatomises a moment in time when smalltown idiocy suffers the most surreally awful repercussions of cause and effect.,fresh,92,76
11:14,"Enjoyable, smartly directed comedy thriller with a clever script and engaging performances from its ensemble cast.",fresh,92,76
11:14,Fast and fairly engaging ... but in the end it feels a bit pointless.,fresh,92,76
11:14,can be viewed more like an exercise in style than film in its own right,fresh,92,76
11:14,a classic a shaggy dog story [that keeps] things moving with an effervescent sleight of hand.,fresh,92,76
11:14,"The solid screenplay satisfyingly clicks everything together, unraveling little mysteries as it goes and leaving nothing hanging.",fresh,92,76
11:14,...gimmicky but ultimately enjoyable...,fresh,92,76
In My Skin,"As it is, it's a silly, if simultaneously deadpan and stomach-churning, psychological portrait of one crazy lady.",rotten,64,65
In My Skin,"All you're left with is a bloody mess, in more ways than one.",rotten,64,65
In My Skin,"Like most stories about addiction, it turns into a bit of a bore.",rotten,64,65
In My Skin,"A spellbinding, forceful film that refuses to be ignored.",fresh,64,65
In My Skin,As disquieting a portrait of psychosis as has ever spilled across the screen.,fresh,64,65
In My Skin,A bloody mess.,rotten,64,65
In My Skin,Unpleasant and irredeemable.,rotten,64,65
In My Skin,"...without a single glimpse into what makes Esther tick, it's impossible to feel a single thing towards her except apathy.",rotten,64,65
In My Skin,Infused with a keen sense of intelligence.,fresh,64,65
In My Skin,"An endless display of masochism that's hard to watch, even for the most stalwart filmgoer.",rotten,64,65
In My Skin,"I'm not sure if the film is brutally honest or exploiting a tragic disorder. I felt drained when I left the theatre; the more I thought about it, the less satisfied I was.",rotten,64,65
In My Skin,Winds up seeming little more than a grisly exercise in well-calibrated acting and what one hopes are well-executed special effects.,rotten,64,65
Highwaymen,"Painted in shades of Mad Max, Duel, Crash and The Driver, Highwaymen is so derivative that it constantly reminds you of better films as it spits out a barrage of sound and fury.",rotten,13,37
Highwaymen,"The cars get to have all the fun, and they don't have nearly enough of it.",rotten,13,37
Highwaymen,Personagens detestA!veis em um filme medA-ocre que ainda conta com uma conclusA?o moralmente desprezA-vel. Uma experiAancia tA?o ruim quanto ser atropelado - talvez pior.,rotten,13,37
Highwaymen,"If you're looking for a long, solid laugh, Highwaymen will do the trick.",rotten,13,37
Highwaymen,Elicits groans and the wrong kind of laughter.,rotten,13,37
Highwaymen,"We know exactly what the filmmakers are trying to do, and with the exception of the truly awful dialog, at least they do it efficiently.",rotten,13,37
Highwaymen,"As car wrecks go, Highwaymen is a five-lane pileup on the freeway to hell.",rotten,13,37
Highwaymen,Both the well-choreographed crash scenes and the gritty cinematography hint at a better film. Shame no-one took the time to make it.,rotten,13,37
Highwaymen,"Delivers plenty of scares, wince-inducing scenes and indie-film stylistic fillips.",fresh,13,37
Highwaymen,"Lacks the sprawling, Westernized mythos of The Hitcher and feels, in the end, like a previously owned nightmare sorely in need of a new universal hell joint.",rotten,13,37
Highwaymen,"Jim Caviezel couldn't look more ridiculous even if he spoke Aramaic and wore a crown of thorns. Oh, wait. . .",rotten,13,37
Highwaymen,"Highwaymen has no interest in fleshing out its story; it's all bone, no meat, save for what ends up on the asphalt.",rotten,13,37
Bhoot,An intriguing if awkward Hindi horror movie.,fresh,60,48
Bhoot,"The movie belongs to Bollywood sex symbol Urmila Matondkar, who is terrific as the possessed wife.",fresh,60,48
Bhoot,What begins as a familiar supernatural thriller of the I-see-dead- people kind quickly descends into ludicrous revenge fantasy.,rotten,60,48
Bhoot,Bhoot could have easily taken its place among some of the better horror films out there.,fresh,60,48
Bhoot,"Though at two hours this non-musical supernatural tale is considerably shorter than most mainstream Indian films, it's still slow going, padded with long shots of the troubled apartment building underscored by a soundtrack full of moans and screams.",rotten,60,48
Hangman's Curse,Glacial pacing and a series of highly unlikely plot contrivances manage to obscure positive attributes and leave you feeling like you've just seen a rather mediocre TV movie-of- the-week.,rotten,0,74
Hangman's Curse,"We definitely could use more wholesome teenage flicks, but Hangman's Curse is just plain hokum -- not so much for the values it tries to convey, but the slipshod way it conveys them.",rotten,0,74
Hangman's Curse,... [these] are Christian filmmakers stooping to use the same manipulative storytelling tactics that anti-Christian filmmakers often use to express their own bias.,rotten,0,74
Hangman's Curse,"The film does keep viewers' attention, and has some shining scenes. But it might also leave readers wondering how a pretty good book ended up as a not-so-great movie.",rotten,0,74
Hangman's Curse,"Unless you suspend all rationality, The Hangman's Curse makes little sense",rotten,0,74
Hangman's Curse,"The story makes little sense, while offering few surprises and even fewer scares...it might be a cinematic act of faith for some, but simply as a movie it's a travesty.",rotten,0,74
The Bone Snatcher,Uma idACia imbecil protagonizada por atores sem carisma e dirigida com espetacular incompetAancia.,rotten,0,18
The Bone Snatcher,"Highly derivative, but still watchable, desert-set creature feature which will get your pet aardvark drooling.",rotten,0,18
The Bone Snatcher,...shockingly non-horrific.,rotten,0,18
Gothika,A mystery wrapped in an enigma -- an enigma that isn't nearly as clever as the screenwriter seems to think it is.,rotten,14,45
Gothika,"More of a women's-prison movie than a supernatural thriller, and not a very good one at that.",rotten,14,45
Gothika,Scriptwriter Sebastian Gutierrez and French director Mathieu (Hate) Kassovitz ... treat this movie with all the subtlety of a Judas Priest music video.,rotten,14,45
Gothika,"Propelled by too many whoppers to create a believable, and therefore legitimately terrifying, universe.",rotten,14,45
Gothika,"It's a film about the mind that is totally bone-headed, frequently making serious lapses of logic.",rotten,14,45
Gothika,A movie that invariably chooses style over substance and logic.,rotten,14,45
Gothika,"The most interesting thing about this clunky, foolish horror flick -- in which everybody but the audience is constantly caught off-guard -- is Berry's scrappy wig.",rotten,14,45
Gothika,Berry struggles to retain some shards of dignity as she dutifully plods through the contrivances of Gothika.,rotten,14,45
Gothika,"The same story was told much more skillfully-and with a lot more scares-three years back, when it was called What Lies Beneath.",rotten,14,45
Gothika,"Grisly, disturbing, extremely violent horror film.",rotten,14,45
Gothika,"This shoddy B horror movie doesn't deserve a national theatrical run, much less the capable talent assigned to it.",rotten,14,45
Gothika,The burning question I'm still asking myself: What does Gothika mean? Now that I think of it: I could care less.,rotten,14,45
Ginger Snaps 2: Unleashed,Keeps most cliches at bay.,fresh,88,66
Ginger Snaps 2: Unleashed,A worthy sequel to a cut-above horror movie.,fresh,88,66
Ginger Snaps 2: Unleashed,"If Ginger Snaps II: Unleashed feels a bit scattered and the humour self-congratulatory, at least the performances never flag.",fresh,88,66
Ginger Snaps 2: Unleashed,Dreadful. Absolutely inappropriate for kids.,rotten,88,66
Ginger Snaps 2: Unleashed,Driven by good performances especially from Perkins who exposes her pure acting ability.,fresh,88,66
Ginger Snaps 2: Unleashed,"First-time screenwriter Megan Martin avoids the trap of simply rehashing the first film with new characters, instead crafting a very dark fairy tale.",fresh,88,66
Ginger Snaps 2: Unleashed,Things only get way worse for the hairy-palmed teen...,fresh,88,66
Ginger Snaps 2: Unleashed,"The sense of ironic humor and creeping dread of the original are mostly gone, and Ginger 2 ends up as a much more conventional horror/thriller",rotten,88,66
Ginger Snaps 2: Unleashed,"It's no DOG SOLDIERS, but it is one of the better Werewolf movies to come out recently. Don't let the ravings of a few fanboys overly-inflate your expectations, and enjoy.",fresh,88,66
Ginger Snaps 2: Unleashed,"Ginger Snaps Unleashed could be picked apart by the fussy viewer, but that would be disingenuous considering what is achieved with so little cash.",fresh,88,66
Ginger Snaps 2: Unleashed,"[It's] unlikely to be the flavour-of-the-week critic's pet that the original was, but it's a rare sequel that improves upon its predecessor in every respect.",fresh,88,66
Ginger Snaps 2: Unleashed,"An engrossing, well-performed thriller that falters somewhat in suspense and originality.",fresh,88,66
The Forgotten,"The real suspense is in seeing just how far out Gerald Di Pego's script is going to go, as this paranoid thriller leaps to the supernatural. It's poppycock, but well directed: Ruben delivers two or three guaranteed jolts.",fresh,32,36
The Forgotten,Moore is too precious a commodity to fritter away her time and talent on a no-thrills thriller as bland and superficial as The Forgotten.,rotten,32,36
The Forgotten,"It's very manipulative, it's very maddening -- and yet I found it very entertaining.",fresh,32,36
The Forgotten,Slightly predictable and dumb when all is said and done.,rotten,32,36
The Forgotten,"An uneasy mix between Eternal Sunshine of the Spotless Mind and the The X-Files, and one not nearly as smart as either.",rotten,32,36
The Forgotten,Perhaps wisely leaves more questions than it answers and for the most part manages to maintain its suspense.,fresh,32,36
The Forgotten,Creepy thriller not for faint of heart.,rotten,32,36
The Forgotten,Who wants to see -- or remember -- a wildly implausible thriller that's also grim and humorless?,rotten,32,36
The Forgotten,"The climax is a disappointment, lacking the quick visual thrills earlier in the movie and failing to answer many key questions raised throughout.",rotten,32,36
The Forgotten,"The early scenes work because they rely on Moore's performance for their effects, but soon we're thrust into the machinations of the plot, and the film begins to fall apart.",rotten,32,36
The Forgotten,Few films have title more deserving.,rotten,32,36
The Forgotten,Not since Star Trek V: The Final Frontier has there been such a stupid omnipotent force.,rotten,32,36
Boogeyman,Fright fans expecting anything more than the occasional jolt will be sorely disappointed.,rotten,13,21
Boogeyman,A vaporous and vacuous horror film.,rotten,13,21
Boogeyman,None of this makes any sense whatsoever.,rotten,13,21
Boogeyman,A welcome throwback to the glory days of scary movies.,fresh,13,21
Boogeyman,"This is strictly substandard stuff, with imitative creepy noises, vertiginous camera angles, and long pauses during which Tim considers whether to open doors.",rotten,13,21
Boogeyman,It suffers from a lack of genuine chills or suspense.,rotten,13,21
Boogeyman,A bloated 86 minutes of overzealous spookiness.,rotten,13,21
Boogeyman,A thinly plotted clothesline of shock effects.,rotten,13,21
Boogeyman,full review in Greek,rotten,13,21
Boogeyman,"This film does cause shivers, creeps, scares, and jumps.",fresh,13,21
Boogeyman,Few films benefited that much from being so short.,rotten,13,21
Boogeyman,"For a good, healthy PG-13 scare, Boogeyman is fun for the whole family -- just don't bring kids who are too young.",fresh,13,21
Blade: Trinity,"The only one who seems to be having much fun, though, is Parker Posey, camping it up as one of the vampires.",rotten,25,59
Blade: Trinity,"This has all the appeal of reheated, congealed blood.",rotten,25,59
Blade: Trinity,Blade: Trinity does nothing more ambitious than continue a sputtering franchise.,rotten,25,59
Blade: Trinity,"I hope this is the end, that it's three and out for the Blade franchise.",rotten,25,59
Blade: Trinity,"If ever there was a case for quitting while you're behind, this Blade is it -- ready to be buried in a vat of garlic.",rotten,25,59
Blade: Trinity,"Diverting but dumb and more goth than gothic, Blade: Trinity builds up to a less-than-epochal smackdown.",rotten,25,59
Blade: Trinity,"It was very boring, and all the guns looked like plastic toys.",rotten,25,59
Blade: Trinity,"Blade makes no bones about being a B-movie and that is one of its saving graces. It's kind of silly, goes on too long, and doesn't make a great deal of sense, but there are a few moments that entertain.",rotten,25,59
Blade: Trinity,"I'm a great fan of Blade, the Marvel Comics vampire hunter played by Wesley Snipes... But a third episode, Blade: Trinity, directed by David S. Goyer, is a blood fest too far.",rotten,25,59
Blade: Trinity,"A trainwreck set to a booming soundtrack, turning vampire hunting into a screen chore while it almost intentionally torches the macabre groundwork laid down by the first two features.",rotten,25,59
Blade: Trinity,For series fans only. Definitely NOT for kids!,rotten,25,59
Blade: Trinity,The weakest of the trilogy.,rotten,25,59
Gozu,An undisciplined mess.,rotten,72,80
Gozu,"Plays like the rantings of a madman, but a pretty entertaining madman.",fresh,72,80
Gozu,"For Miike freaks only (and you know who you are). Everyone else: Stay far, far away.",rotten,72,80
Gozu,There is something compelling about the way this film sneakily taps into our collective psychosexual fantasies.,fresh,72,80
Gozu,I don't think this is quite the film with which to begin a Miike investigation.,rotten,72,80
Gozu,"Makes little sense on paper. As a film, however, it somehow feels richly, hilariously real, even -- at its most bizarre -- familiar.",fresh,72,80
Gozu,"Gozu takes you on a very strange psychosexual journey, which is all the more disturbing because it takes place in completely ordinary surroundings...",fresh,72,80
Gozu,Many times it's just a rambling and incoherent mess without a point in sight...,rotten,72,80
Gozu,"Beat's back, with another Yakuza flick under his (black?) belt.",fresh,72,80
Gozu,Miike has a knack for tapping into deep-seated cultural anxieties-- particularly male sexual anxiety--that few filmmakers can match.,fresh,72,80
Gozu,Anyone in the mood for a gender-bending yakuza comedy/horror film and who doesn't mind seeing a lot of bodily fluids spewing onto the screen ought to give Gozu a whirl.,fresh,72,80
Gozu,"Takashi Miike is one sick puppy. Anyone who has seen his films understands ... All the same, Miike is an astonishing, prolific filmmaker",fresh,72,80
Dawn of the Dead,"The new version has its share of disturbing moments, but writer James Gunn and director Zack Snyder have stripped away the social satire of the original and put little in its place.",rotten,75,77
Dawn of the Dead,"The remake, from first-time director Snyder, keeps much of the gore and loads up on the laughs, but eschews all pretence at cultural criticism in favour of high-octane, almost nonstop action.",rotten,75,77
Dawn of the Dead,Only gore-thirsting teens will be satisfied.,rotten,75,77
Dawn of the Dead,... bloody good fun.,fresh,75,77
Dawn of the Dead,"For those who enjoy tight, tense, graphic horror, this movie offers an ample helping.",fresh,75,77
Dawn of the Dead,It more than surpasses the original.,fresh,75,77
Dawn of the Dead,Zack Snyder is less concerned with themes and more concerned with theatrics.,rotten,75,77
Dawn of the Dead,It is ferocious and young and exciting.,fresh,75,77
Dawn of the Dead,A memorable film for fans of the genre. [Full review in Spanish],fresh,75,77
Dawn of the Dead,a pretty solid horror flick,fresh,75,77
Dawn of the Dead,"There are scares aplenty in Dawn of the Dead; enjoy them and be well. Twenty years from now, though, I know which version I'll still be watching.",fresh,75,77
Dawn of the Dead,One of the genre's best pure zombie-fest films featuring regular folks against an army of the undead.,fresh,75,77
A Tale of Two Sisters,"The atmosphere of mounting dread is matched by just-right performances, design and camerawork.",fresh,85,83
A Tale of Two Sisters,"The film feels haunted by the relationship between Im and Moon, who cling to each other in the face of a hostile hostess, even though that may not be their best option.",fresh,85,83
A Tale of Two Sisters,"There's a reason why Hollywood has been so busy in recent years remaking Asian horror movies. Scare for scare, they're generally better.",fresh,85,83
A Tale of Two Sisters,"It may not be a pretty picture, but A Tale of Two Sisters is definitely a satisfying piece of less-is-more cinematic horror.",fresh,85,83
A Tale of Two Sisters,The gorgeous slow-moving cinematography by Lee Mogae is remarkable.,fresh,85,83
A Tale of Two Sisters,"The film seems unnecessarily vague on a rational level, but it's spot-on as a psychological study of a twinlike sibling relationship, and the ways in which memory can suppress trauma and soothe a mourning soul.",fresh,85,83
A Tale of Two Sisters,"There are plenty of jumps, an amazing story line and superb acting.",fresh,85,83
A Tale of Two Sisters,How much you appreciate the film will largely depend on how effective you feel its big revelation is.,fresh,85,83
A Tale of Two Sisters,...boasts a suffocating atmosphere and a disjointed storyline that turns the screws on your nerves while leaving you to puzzle over the plot,fresh,85,83
A Tale of Two Sisters,It's truly a masterpiece in the end.,fresh,85,83
A Tale of Two Sisters,"Kim Ji-woon's psychological skin-chiller painstakingly teases apart the traumas that bind a widower, his teen daughters... and his high-strung second wife in a suffocating web of guilt, suspicion and fear. The American remake, The Uninvited (2009), pales",fresh,85,83
A Tale of Two Sisters,"Kim Jee-Woon's serious approach has its merits, but it also creates some problems that mar, without ruining, the film's effectiveness.",fresh,85,83
Monster Man,"Don't waste your time with Monster Man, unless you enjoy pain.",rotten,60,49
Monster Man,You can't help but feel the strain as writer-director Davis desperately tries to crank up the horror after a comical buddy-movie set-up.,rotten,60,49
Monster Man,...enjoyable...,fresh,60,49
Shaun of the Dead,"Mixing horror and humor is no mean feat, but Shaun Of The Dead tightens throats in fear without making the laughs stick there in the process.",fresh,92,93
Shaun of the Dead,"The pasty, scruffy Pegg shows a surprising amount of range for the unlikely hero of a zombie flick.",fresh,92,93
Shaun of the Dead,"The movie bogs down and the humor seems to dry up, though the blood continues to well, spurt and spew.",rotten,92,93
Shaun of the Dead,"The cast make a cosy fit, the patter is still sitcom snappy, but Wright also has the visual snap to carry this saga of backyard apocalypse.",fresh,92,93
Shaun of the Dead,"The zombie-movie genre already has some wink-wink funny entries, but this U.K. smash hit, written by Pegg and Wright, takes the prize. It's a bloody hoot.",fresh,92,93
Shaun of the Dead,"For those who don't mind a little laughter with their zombies (or perhaps it should be the other way around), this is an unusual source of entertainment.",fresh,92,93
Shaun of the Dead,"Wright's style is pure, cartoon aesthetic: all quick cuts, sharp points of focus, the precise merging of sound with a cut or pan and the crowd-pleasing use of pop tunes.",fresh,92,93
Shaun of the Dead,"Shaun of the Dead is a cute, successful zombie spoof built on a central joke: if the undead actually came to London, supposedly turned-on town of nattering youth, no one would really notice.",fresh,92,93
Shaun of the Dead,It's nice to see a film where the writing is so immediately brilliant that a certain part of you relaxes.,fresh,92,93
Shaun of the Dead,"It may only be April, but what we have here is pretty likely to be the British comedy of the year, its knockout final punchline planting a silly grin on your face that takes some while to fade.",fresh,92,93
Shaun of the Dead,"Despite the emphasis on humour, Shaun shows its zombie movie credentials with some impressively gory special effects makeup and a willingness to despatch cast members in an exceptionally gruesome fashion.",fresh,92,93
Shaun of the Dead,"Some scenes are too talky, too much like a sitcom, but whenever that threatens to sink the film, the zombies appear and save the day (if you see what I mean).",fresh,92,93
Anacondas: The Hunt for the Blood Orchid,Clearly a bottom-feeder.,rotten,25,27
Anacondas: The Hunt for the Blood Orchid,This movie looks like it was no fun to make. It certainly was no fun to watch.,rotten,25,27
